"Cidade","UF","Pais","Email","Tel","DTNASC","CPF","GUID","Latitude","Longitude","TIPOSANGUINEO","ID","Nome","Sexo"
"Caraguatatuba","SP","BR","LaraFerreiraPereira@rhyta.com","(12) 2854-8209","8/25/1989","417.198.100-01","a2de3a16-f1fc-4589-a050-f92247d6a9ab","-23.612307","-45.583841","B+","2491","Lara F Pereira","1"
"Uberlândia","MG","BR","BrunaDiasRocha@superrito.com","(34) 9276-7089","1/7/1988","342.913.352-10","df1031d3-f37c-4005-9b56-d35437c1e13b","-19.072362","-48.296645","B+","2492","Bruna D Rocha","1"
"Anápolis","GO","BR","RafaelaOliveiraCarvalho@dayrep.com","(62) 9977-9421","2/9/1945","592.556.656-42","13966760-25eb-47ca-9bfd-bb756a31cdc0","-16.262795","-49.114609","B+","2493","Rafaela O Carvalho","1"
"Igarassu","PE","BR","BrendaBarbosaCunha@armyspy.com","(81) 4041-9774","12/17/1986","240.919.038-35","3c601bf8-3b36-4ffb-950f-bd2e835d8620","-7.857071","-34.914048","O+","2494","Brenda B Cunha","1"
"Jacareí","SP","BR","BeatrizAlmeidaAraujo@fleckens.hu","(12) 9060-3770","9/21/1940","683.162.734-03","34da1cc3-f9bc-4094-9a7d-541d8780f0cb","-23.252312","-45.907321","B+","2495","Beatriz A Araujo","1"
"Belém","PA","BR","LauraCorreiaCunha@fleckens.hu","(91) 2572-7536","10/23/1971","185.460.714-62","d9aea2d8-06c6-4d54-a73d-30daa1c4e08f","-1.385462","-48.499175","A+","2496","Laura C Cunha","1"
"Hortolândia","SP","BR","GabrielaCarvalhoBarros@einrot.com","(19) 7067-6249","3/3/1952","194.299.469-94","309bd6ea-c012-4c8e-bc0f-f62cd6b9f004","-22.866639","-47.244047","A+","2497","Gabriela C Barros","1"
"Guarujá","SP","BR","NicolashSousaCarvalho@armyspy.com","(13) 2026-6940","5/17/1997","176.542.519-04","2097e89c-b193-4502-a274-d915475edabb","-23.931626","-46.13018","O-","2498","Nicolash S Carvalho","2"
"Osasco","SP","BR","ThiagoAraujoCarvalho@dayrep.com","(11) 5442-3606","5/30/1980","162.968.877-01","7e679256-cf13-43e0-a94d-373d049c49c5","-23.560575","-46.813776","B+","2499","Thiago A Carvalho","2"
"São Carlos","SP","BR","AmandaFernandesFerreira@einrot.com","(16) 8698-9227","1/19/1945","284.609.994-40","bc6f6853-d585-4824-aceb-bea213feaf3d","-21.916896","-47.814465","O+","2500","Amanda F Ferreira","1"
"Goiânia","GO","BR","AnnaPintoGoncalves@teleworm.us","(62) 7496-6001","2/24/1985","356.308.139-51","65d71fdf-599d-4358-8ca6-0b631247e1bb","-16.685327","-49.189308","A+","2501","Anna P Goncalves","1"
"Olinda","PE","BR","EmilyAlmeidaMelo@gustr.com","(81) 2006-9732","5/18/1998","921.028.173-00","9700ed6e-f363-4b04-b15e-5243d3e36e8f","-7.974952","-34.881711","O+","2502","Emily A Melo","1"
"Itabira","MG","BR","BrendaDiasCastro@armyspy.com","(31) 7582-2950","9/23/1961","692.398.385-11","a2a5c0a2-c28b-4ea2-a4f4-b685d3b95db0","-19.54646","-43.194161","B+","2503","Brenda D Castro","1"
"Coronel Fabriciano","MG","BR","GiovannaLimaCardoso@rhyta.com","(31) 2237-7741","1/27/2000","694.474.206-30","163c0340-31f2-44e6-8670-9fef045b6c27","-19.462663","-42.669571","O+","2504","Giovanna L Cardoso","1"
"Curitiba","PR","BR","AnnaCavalcantiDias@fleckens.hu","(41) 3744-6216","11/25/1986","117.379.485-91","931fe329-1c83-4236-9bd5-fe4cefdce2f9","-25.573897","-49.204578","A-","2505","Anna C Dias","1"
"São Luís","MA","BR","MarisaOliveiraCardoso@fleckens.hu","(98) 7516-4173","1/15/1981","437.544.716-86","cfa72157-0856-4455-bd63-07cfd8039028","-2.57057","-44.253359","A+","2506","Marisa O Cardoso","1"
"Belo Horizonte","MG","BR","CaioOliveiraAraujo@cuvox.de","(31) 2089-3690","9/27/1952","517.411.620-33","901fcb4b-992b-420d-b24e-02ecf8a8454c","-19.847615","-43.89678","O-","2507","Caio O Araujo","2"
"Três Rios","RJ","BR","VitoriaGoncalvesSilva@armyspy.com","(24) 2457-4570","10/14/1993","148.830.352-55","068f9c66-3dfb-4a5c-b01f-66356141b0d5","-22.095168","-43.13569","A+","2508","Vitória G Silva","1"
"Itaúna","MG","BR","AlexSouzaMelo@teleworm.us","(37) 5667-7453","3/20/1992","383.698.954-92","565eac51-ae30-411b-8979-b40fa9d2eb32","-20.008455","-44.503449","A+","2509","Alex S Melo","2"
"Ribeirão das Neves","MG","BR","KaiAzevedoRocha@dayrep.com","(31) 5327-7102","8/12/1969","761.296.508-92","9bd88cf8-38a2-4a4e-8939-cd43320955f3","-19.684363","-44.113832","AB+","2510","Kai A Rocha","2"
"São Paulo","SP","BR","LiviaLimaMelo@teleworm.us","(11) 8602-9050","10/11/1961","569.385.807-31","8492e1da-137f-4ce4-907d-cfc285a146cb","-23.589621","-46.707287","O+","2511","Livia L Melo","1"
"Volta Redonda","RJ","BR","KauaSilvaBarros@fleckens.hu","(24) 9844-7085","10/16/1939","673.022.710-97","94b57509-011d-446e-b16d-f085a4fcce5a","-22.570089","-44.074591","O+","2512","Kaua S Barros","2"
"Teresina","PI","BR","GabrielaSilvaGomes@dayrep.com","(86) 3717-8698","5/22/1936","349.694.251-75","d4be16ad-c3f4-40b6-810b-65cef69f051b","-5.233667","-42.880196","O+","2513","Gabriela S Gomes","1"
"Uberlândia","MG","BR","VitorCorreiaCardoso@teleworm.us","(34) 2918-7186","4/18/1949","745.397.527-15","232e2ab2-33cb-42e2-9416-4a92a6d8570f","-18.93937","-48.317152","O-","2514","Vitor C Cardoso","2"
"Rio Branco","AC","BR","BeatrizCarvalhoCastro@gustr.com","(68) 9809-3530","6/5/1974","443.887.035-67","5e104fb5-d2bf-42ac-af62-ef7baf3ae616","-10.159244","-68.061844","O+","2515","Beatriz C Castro","1"
"São Paulo","SP","BR","BiancaAlmeidaDias@gustr.com","(11) 9570-8055","11/4/1993","125.712.710-16","caf229e0-0af5-46c4-ad87-91b3b67f53d3","-23.662426","-46.681809","A+","2516","Bianca A Dias","1"
"Cachoeiro de Itapemirim","ES","BR","BeatrizSousaRibeiro@einrot.com","(28) 8012-5247","3/10/1967","229.916.255-03","6b3eda51-9db6-4823-993a-d8cd052d7b1d","-20.756267","-41.260239","O+","2517","Beatriz S Ribeiro","1"
"Sorocaba","SP","BR","LeonardoAzevedoMelo@rhyta.com","(15) 6270-9829","11/28/1935","616.734.617-86","5dc77ab9-35c5-4f31-9ab3-135e993844d4","-23.449991","-47.387111","O+","2518","Leonardo A Melo","2"
"Jaú","SP","BR","MuriloBarrosPereira@armyspy.com","(17) 2425-3402","8/29/1936","992.641.701-97","93ec4e18-0685-4a64-899a-32fc3ec49ed9","-22.241415","-48.512422","B+","2519","Murilo B Pereira","2"
"Anápolis","GO","BR","GabrielRochaCavalcanti@superrito.com","(62) 6817-5157","6/5/1988","296.570.968-12","a6311aa0-f793-46eb-8ae4-be1245c51c06","-16.222504","-49.004887","B+","2520","Gabriel R Cavalcanti","2"
"Belo Horizonte","MG","BR","MateusRodriguesFerreira@rhyta.com","(31) 2681-2721","6/5/1944","199.931.571-55","758b5b99-76a6-4e6f-a77c-fcfb2bbeb9cc","-19.825304","-43.936438","A+","2521","Mateus R Ferreira","2"
"Ponta Grossa","PR","BR","MarianaRibeiroDias@gustr.com","(42) 2796-7607","8/16/1962","628.867.615-24","6fd924bf-02d9-4e3e-8ba9-2521e92959f3","-25.064946","-50.073994","B+","2522","Mariana R Dias","1"
"Taubaté","SP","BR","MarinaLimaCardoso@teleworm.us","(12) 4621-9643","12/29/1956","366.657.738-50","c18c575f-d2bb-4e71-8e81-0f09fa38ca20","-22.974713","-45.59212","O+","2523","Marina L Cardoso","1"
"Piracicaba","SP","BR","BiancaCunhaCavalcanti@fleckens.hu","(19) 4605-7128","12/7/1996","103.964.430-95","95ae6d4e-d684-4bb7-ae77-21d6e334c78a","-22.781959","-47.786889","A+","2524","Bianca C Cavalcanti","1"
"Hortolândia","SP","BR","CarlaSouzaCosta@cuvox.de","(19) 6874-5443","7/31/1967","481.780.604-42","06394c82-98a5-4f32-b459-e86633b4d180","-22.903479","-47.126962","A+","2525","Carla S Costa","1"
"Mococa","SP","BR","AlexGoncalvesAraujo@teleworm.us","(19) 4212-6780","6/28/1945","114.906.047-66","5317a7f3-bf02-4fbd-b37d-cefc651d922f","-21.493332","-47.051573","O+","2526","Alex G Araujo","2"
"São José do Rio Preto","SP","BR","OtavioSantosMartins@teleworm.us","(17) 8455-4568","10/22/1965","868.708.196-02","b6bcd1d7-60c5-4ce1-919e-233840c06a50","-20.859422","-49.329263","A+","2527","Otávio S Martins","2"
"Recife","PE","BR","LaraBarbosaCastro@dayrep.com","(81) 4445-2670","5/31/1974","508.481.742-32","7087559b-fee6-4467-affd-ab8de0f31f3a","-8.01196","-34.995756","B+","2528","Lara B Castro","1"
"Santa Maria","RS","BR","EnzoCunhaDias@dayrep.com","(55) 7082-5545","6/8/1996","205.835.484-23","42417deb-e4bc-4245-80aa-0df118030eaf","-29.8721","-53.781051","O+","2529","Enzo C Dias","2"
"Linhares","ES","BR","VitorCarvalhoAzevedo@einrot.com","(27) 5225-4743","12/31/1938","910.002.903-36","25a10236-bb4a-43c6-addf-c9a05916306a","-19.27349","-40.179498","O+","2530","Vitor C Azevedo","2"
"Rio Grande","RS","BR","ErickCavalcantiPinto@armyspy.com","(53) 4809-4486","2/23/1940","330.682.647-23","b0af11cb-bf16-4e6f-81c8-781a2ee0e315","-32.098423","-52.416114","O+","2531","Erick C Pinto","2"
"Jaboatão dos Guararapes","PE","BR","EmillyCostaRocha@teleworm.us","(81) 8437-2335","5/9/1956","951.208.347-79","65aebf5d-b9d3-4780-83b9-e0204de728fa","-8.077844","-35.026351","A+","2532","Emilly C Rocha","1"
"Campinas","SP","BR","MarianaRodriguesCorreia@dayrep.com","(19) 4931-8641","12/3/1979","313.486.969-15","a460fa5f-ae54-40c2-825d-c2c08ebc3153","-22.958107","-47.017356","O+","2533","Mariana R Correia","1"
"Caruaru","PE","BR","ErickRibeiroOliveira@gustr.com","(81) 9472-5469","10/29/1934","291.548.029-03","25b0bebd-8ebe-4b74-bad5-09f179e35122","-8.14058","-35.964273","O+","2534","Erick R Oliveira","2"
"Dourados","MS","BR","LiviaRibeiroCosta@einrot.com","(67) 7903-8925","1/11/1942","714.653.080-91","39a54289-e906-49fa-8d83-f71d3c7fbeb6","-22.130003","-54.829272","O+","2535","Livia R Costa","1"
"Limeira","SP","BR","EstevanSantosPereira@cuvox.de","(19) 8636-4838","2/22/1950","531.527.221-41","26fefd0a-02d0-4bf0-bb6f-0d1255d33ef0","-22.69649","-47.357234","B+","2536","Estevan S Pereira","2"
"Cuiabá","MT","BR","CarolinaSousaCorreia@einrot.com","(65) 2974-3574","2/26/2001","691.111.682-18","f61a6827-cd82-46be-a49e-2b21999dcd19","-15.454669","-55.865895","O+","2537","Carolina S Correia","1"
"Volta Redonda","RJ","BR","GuilhermeOliveiraAlmeida@rhyta.com","(24) 6250-9284","8/16/1983","264.390.048-08","85ea2a6d-f4a8-4111-86d9-8a668587a74b","-22.538749","-44.044705","B+","2538","Guilherme O Almeida","2"
"Rio de Janeiro","RJ","BR","VitoriaAlvesFernandes@einrot.com","(21) 9773-4288","4/17/1990","870.189.179-05","b872922a-bf7a-4a49-8092-8b6602bd97ea","-22.841111","-43.336534","O+","2539","Vitoria A Fernandes","1"
"Campinas","SP","BR","JulioGoncalvesFernandes@gustr.com","(19) 2414-5151","7/3/1997","604.280.066-39","b90ef4f7-6a06-4175-baf4-a7e23951ae20","-22.916455","-46.984378","O+","2540","Júlio G Fernandes","2"
"Araxá","MG","BR","LiviaAlmeidaCavalcanti@teleworm.us","(34) 2788-7110","2/25/1951","421.099.770-60","1243499b-6ae0-423a-b9f3-5dd2a7133c61","-19.582552","-46.929074","B+","2541","Livia A Cavalcanti","1"
"Jaboatão dos Guararapes","PE","BR","EmillyRodriguesAlves@rhyta.com","(81) 9478-8324","3/24/1999","728.432.781-20","917aa43e-5924-4c53-ab79-2b02c6b6cf70","-8.148186","-35.064453","AB+","2542","Emilly R Alves","1"
"Votorantim","SP","BR","VitorSilvaCunha@gustr.com","(15) 4161-2231","5/2/1942","329.804.103-30","227f3c8c-aa0a-4d1d-b9cf-84f55f378fd9","-23.657878","-47.505104","O-","2543","Vitor S Cunha","2"
"Santarém","PA","BR","LiviaMeloCastro@armyspy.com","(93) 5346-7218","11/18/1977","689.316.513-76","847df6aa-6fe0-4ca9-a441-929eb68aefda","-3.03617","-54.797318","O+","2544","Livia M Castro","1"
"Várzea Grande","MT","BR","BeatrizDiasCorreia@einrot.com","(65) 9645-6720","9/5/1975","349.849.915-77","0a87e2f7-dc9e-4561-87e2-15e220073466","-15.490316","-56.217214","A+","2545","Beatriz D Correia","1"
"Rio de Janeiro","RJ","BR","CamilaCavalcantiAraujo@superrito.com","(21) 7015-6341","7/14/1958","806.971.824-28","c2fa8ae3-783d-4c6c-98c5-ec5e33e38476","-22.980519","-43.412222","B+","2546","Camila C Araujo","1"
"Rio de Janeiro","RJ","BR","LaviniaMartinsBarros@fleckens.hu","(21) 4984-7183","10/1/1946","758.634.901-01","7ac0c299-5dca-42ab-88de-e04e1e7c185b","-22.872688","-43.347901","O+","2547","Lavinia M Barros","1"
"Goiânia","GO","BR","LucasPintoCardoso@dayrep.com","(62) 2208-8992","1/30/1969","880.965.215-00","9876b5ab-23c9-45da-8a7a-c3c3a6197cb2","-16.650734","-49.236267","B+","2548","Lucas P Cardoso","2"
"Divinópolis","MG","BR","RyanBarrosAraujo@jourrapide.com","(37) 6835-3238","8/14/1952","875.422.489-60","507aafad-edb6-4d12-806a-ea0519605d3a","-20.074372","-44.903735","B+","2549","Ryan B Araujo","2"
"Itapecerica da Serra","SP","BR","LeilaMeloCarvalho@cuvox.de","(11) 5934-9013","4/1/1952","765.799.881-42","f2efb89f-270f-4bf6-bc8b-ae546fb0d7e4","-23.74258","-46.777705","A+","2550","Leila M Carvalho","1"
"Itabuna","BA","BR","JoaoSousaLima@einrot.com","(73) 9047-3002","4/3/1946","953.129.543-30","1cc65012-9257-452e-af28-39ee7fbf3dd5","-14.796801","-39.453553","A+","2551","João S Lima","2"
"Curitiba","PR","BR","FelipeFerreiraSouza@gustr.com","(41) 9347-7282","7/8/1958","288.169.173-00","09b8246d-7281-46a1-b194-4a4be341a09d","-25.532145","-49.218519","A+","2552","Felipe F Souza","2"
"Vitória","ES","BR","BeatriceFerreiraCunha@rhyta.com","(27) 7295-2639","4/26/1965","209.548.393-66","c25eafa5-1341-4958-b6b8-79a56f20f27a","-20.35679","-40.201805","AB-","2553","Beatrice F Cunha","1"
"São Vicente","SP","BR","JuliaSilvaDias@jourrapide.com","(11) 6744-8679","7/4/1947","980.840.548-72","d50ae8bf-a836-4c2d-b4d0-99fe1168e9ed","-23.967192","-46.46756","A-","2554","Julia S Dias","1"
"Cotia","SP","BR","PedroLimaSilva@superrito.com","(11) 3008-8652","9/14/1954","614.958.274-45","677d3f8d-5605-497a-8014-dc60651329bf","-23.756327","-46.97418","O+","2555","Pedro L Silva","2"
"Caxias do Sul","RS","BR","TiagoSousaCosta@dayrep.com","(54) 2697-9738","4/27/1972","788.357.784-09","221d9413-98e5-4003-82cd-6d934e6b8655","-29.028274","-51.002996","B+","2556","Tiago S Costa","2"
"Santa Maria","DF","BR","NicolashCarvalhoPinto@superrito.com","(61) 6342-4421","11/6/1959","752.889.312-91","bee5d9bf-e7d6-46e8-8515-2660c1bfcf6e","-29.616866","-53.886048","O+","2557","Nicolash C Pinto","2"
"Campinas","SP","BR","RyanAraujoFernandes@einrot.com","(19) 2426-4475","8/30/1969","992.829.477-18","14992a9e-8894-4347-ba35-fb9bc26b22da","-22.983537","-47.082083","A+","2558","Ryan A Fernandes","2"
"Aracaju","SE","BR","AlineSantosSousa@jourrapide.com","(79) 4327-6773","8/26/1962","435.130.046-99","ffe8755d-084b-4469-a528-5f89bfcf1b1b","-10.968654","-37.169153","O+","2559","Aline S Sousa","1"
"Curitiba","PR","BR","MartimRochaCosta@superrito.com","(41) 9569-8208","2/18/1935","199.412.285-40","e7137e50-5191-403f-b402-f973c74ae726","-25.593672","-49.290771","O+","2560","Martim R Costa","2"
"Niterói","RJ","BR","CauaGomesCorreia@jourrapide.com","(21) 4179-9373","7/17/1982","192.314.560-67","34aad307-3d45-4776-91a5-e7da51c0ed5d","-22.837219","-43.163852","A+","2561","Cauã G Correia","2"
"São Paulo","SP","BR","AgathaGoncalvesOliveira@rhyta.com","(11) 8114-3222","6/23/1972","649.914.290-56","329268ba-4021-4211-b4f1-e1361eb946b1","-23.717639","-46.60358","AB+","2562","Ágatha G Oliveira","1"
"Fortaleza","CE","BR","BrunoCavalcantiGomes@superrito.com","(85) 7070-7857","12/21/1956","308.061.029-69","4b503b64-9861-471b-a22a-9ed9cb0caed4","-3.715177","-38.61948","O+","2563","Bruno C Gomes","2"
"Brasília","DF","BR","SophiaSantosMartins@einrot.com","(61) 6164-4895","10/16/1954","214.206.405-18","ab061bd4-f491-4b13-ad8b-b5a72a4ca7a1","-15.769473","-47.586002","A+","2564","Sophia S Martins","1"
"Atibaia","SP","BR","LuisGoncalvesCastro@fleckens.hu","(11) 7333-2082","6/3/1939","996.641.645-50","6d326d85-b23e-4749-9bb0-7404466d3aa2","-23.22808","-46.589346","B+","2565","Luís G Castro","2"
"Rio de Janeiro","RJ","BR","VitoriaFernandesRocha@cuvox.de","(21) 7984-9663","7/6/1942","668.774.020-22","5e59067d-6e48-404d-bc75-653e5167af15","-22.994423","-43.286945","O+","2566","Vitoria F Rocha","1"
"Jaú","SP","BR","RyanPintoCastro@jourrapide.com","(17) 8854-8590","4/23/1946","582.508.548-37","3ccca112-685a-4081-b5b2-5aed79bece9f","-22.271887","-48.54607","B+","2567","Ryan P Castro","2"
"Jacareí","SP","BR","YasminCostaCorreia@teleworm.us","(12) 3470-5407","10/16/1955","757.055.835-91","33319537-3322-4e69-8e93-d6967bac7c32","-23.252685","-45.909441","O+","2568","Yasmin C Correia","1"
"Taboão da Serra","SP","BR","LaviniaFerreiraBarbosa@cuvox.de","(11) 2186-6870","1/31/1963","159.852.739-89","3395bfbc-cbe7-4b2c-bbbf-602a1ec89d25","-23.562735","-46.684823","O-","2569","Lavinia F Barbosa","1"
"Fortaleza","CE","BR","AlineGomesFerreira@cuvox.de","(85) 7747-5146","7/15/1934","594.017.039-06","72fce0f1-bad4-4b32-b704-a2462066b2f8","-3.798418","-38.592709","O-","2570","Aline G Ferreira","1"
"Campo Grande","MS","BR","GabrielOliveiraFernandes@einrot.com","(67) 2569-9236","5/9/1990","884.933.656-02","0d10a13a-5c8f-4802-973f-11692fde183f","-21.070121","-54.308346","O+","2571","Gabriel O Fernandes","2"
"Contagem","MG","BR","ErickRibeiroPereira@teleworm.us","(31) 3132-3273","5/15/1942","286.659.024-49","ba3de164-990b-4f05-9759-6c0518905710","-19.792194","-44.043883","B+","2572","Erick R Pereira","2"
"Ribeirão Preto","SP","BR","LeonorSouzaRodrigues@rhyta.com","(16) 3696-5307","12/5/1992","213.990.949-63","f9d14929-9642-492d-be74-fab2b3e1f255","-21.154619","-47.893386","O+","2573","Leonor S Rodrigues","1"
"Rio de Janeiro","RJ","BR","VitoriaCarvalhoMelo@cuvox.de","(21) 7147-8705","1/13/1980","817.982.272-90","5d469edd-14e9-461a-8c3c-954856b07b2d","-22.970111","-43.378129","A+","2574","Vitória C Melo","1"
"Guarapari","ES","BR","DiegoPereiraFernandes@superrito.com","(27) 6732-6774","8/28/1938","951.002.131-83","1dcc1db2-4ff2-47c8-82fa-eaa313ab08e7","-20.542054","-40.615681","O+","2575","Diego P Fernandes","2"
"Goiânia","GO","BR","AlexAlmeidaGoncalves@superrito.com","(62) 5961-8217","1/21/1981","924.566.294-26","cbb3c72a-8c27-4cbe-88dc-e16722af2ec1","-16.675919","-49.319333","B+","2576","Alex A Goncalves","2"
"São Paulo","SP","BR","SamuelSousaCastro@rhyta.com","(11) 4440-6689","5/12/1998","385.287.526-90","e1ef6139-5edf-46fd-89ce-91d5257b19e8","-23.614144","-46.693003","B+","2577","Samuel S Castro","2"
"Araçatuba","SP","BR","LuizSousaGoncalves@jourrapide.com","(18) 2437-9320","2/13/1954","951.215.840-08","6f23823d-1e8d-4bff-a31a-bdee2cb75da2","-21.117143","-50.544514","O+","2578","Luiz S Goncalves","2"
"Carapicuíba","SP","BR","CarlosAraujoCosta@fleckens.hu","(11) 7444-7840","1/25/1973","462.143.908-16","af464330-be74-432b-88a8-5cb3b3cd5f71","-23.506064","-46.760569","A+","2579","Carlos A Costa","2"
"Umuarama","PR","BR","SofiaAlvesSantos@armyspy.com","(44) 8197-6464","10/7/1998","496.882.681-86","2cc6c742-473e-467a-9e88-b4b181ffe34a","-23.804126","-53.468385","A+","2580","Sofia A Santos","1"
"Rio de Janeiro","RJ","BR","LuisAlvesFerreira@jourrapide.com","(21) 6361-7473","9/2/1950","840.582.498-70","3e482ea1-d3e6-451f-b01e-c34c59ea5271","-22.984547","-43.328459","O+","2581","Luis A Ferreira","2"
"Guarulhos","SP","BR","CaioCastroLima@superrito.com","(11) 6817-4112","4/21/1968","648.174.174-20","15c3d423-6c91-4193-9f5d-ae9f565db48e","-23.449166","-46.468112","O+","2582","Caio C Lima","2"
"Queimados","RJ","BR","MateusOliveiraCunha@rhyta.com","(21) 3592-6709","10/15/1990","750.578.186-35","e42facf9-3039-45c8-8733-c51229305995","-22.744811","-43.644942","O+","2583","Mateus O Cunha","2"
"São Paulo","SP","BR","ClaraCastroAraujo@jourrapide.com","(11) 5391-2741","3/31/1971","557.003.844-26","a8125bf4-af05-4947-84c0-ddd6e21a1944","-23.600756","-46.570186","B+","2584","Clara C Araujo","1"
"Campinas","SP","BR","EvelynCunhaPereira@jourrapide.com","(19) 9195-6739","10/30/1944","472.980.580-10","5e7bdbe7-3735-491b-9e67-9d02825ba5b8","-22.879257","-46.950603","B+","2585","Evelyn C Pereira","1"
"Fortaleza","CE","BR","LeticiaCunhaCardoso@einrot.com","(85) 6206-2877","3/11/1957","316.100.262-84","d80ce45e-1e22-4e74-acc8-9f877f183536","-3.743106","-38.552588","O+","2586","Letícia C Cardoso","1"
"Guarulhos","SP","BR","OtavioSilvaRibeiro@superrito.com","(11) 4968-3449","10/30/1934","430.871.888-08","01e8d63c-1918-4f14-833a-76489da59217","-23.348324","-46.404098","B+","2587","Otávio S Ribeiro","2"
"Niterói","RJ","BR","GuilhermeFernandesAzevedo@einrot.com","(21) 7528-5229","3/15/1977","358.318.806-30","94c7a689-0000-49b6-828a-4d6b626bf1d2","-22.877857","-43.011028","O+","2588","Guilherme F Azevedo","2"
"Curitiba","PR","BR","AmandaDiasGoncalves@gustr.com","(41) 4194-5535","3/17/1939","481.944.826-90","e8eddc53-5ebb-4b1c-98d3-e848caa72ac1","-25.467957","-49.328175","A+","2589","Amanda D Goncalves","1"
"Jaboatão dos Guararapes","PE","BR","LuizaGoncalvesFernandes@rhyta.com","(81) 2571-2869","6/13/1955","150.383.503-05","68b11b0b-1580-4cea-beb8-1f25b08a15e0","-8.055022","-34.994207","O+","2590","Luiza G Fernandes","1"
"Uberlândia","MG","BR","AmandaAzevedoAraujo@teleworm.us","(34) 7559-5398","7/6/1936","765.820.802-70","5299fc88-ab68-41ae-a43d-044b13dc46eb","-18.962037","-48.35218","O+","2591","Amanda A Araujo","1"
"Alvorada","RS","BR","AnaSouzaRocha@teleworm.us","(51) 8671-8781","2/1/1987","901.850.211-15","23c49f1d-d747-475a-b5f5-621604da004d","-29.922454","-50.984812","O+","2592","Ana S Rocha","1"
"Fortaleza","CE","BR","IsabelleCardosoSousa@superrito.com","(85) 6116-3547","10/15/1983","329.664.193-93","31f0f09f-93a8-4b63-bd0d-d57b5bb6dc80","-3.689973","-38.488395","O+","2593","Isabelle C Sousa","1"
"Uberlândia","MG","BR","NicolasBarrosAraujo@dayrep.com","(34) 9378-7211","2/18/1952","257.619.833-38","0ef807bc-b21d-4af9-8997-58782eb0c88f","-19.102812","-48.271778","A-","2594","Nicolas B Araujo","2"
"Boa Vista","RR","BR","LuanGomesAlmeida@cuvox.de","(95) 8852-7551","8/31/1947","538.776.445-89","8035266b-ec7c-49af-8802-3b5cb6ea15fa","3.09866","-60.611341","A+","2595","Luan G Almeida","2"
"São Paulo","SP","BR","MateusMartinsSousa@rhyta.com","(11) 3029-4925","12/8/1966","672.973.068-43","c91d7936-dd87-4584-959e-1880b028567d","-23.6832","-46.680279","O+","2596","Mateus M Sousa","2"
"Caçapava","SP","BR","NicoleCostaRodrigues@cuvox.de","(12) 6478-7166","5/23/1995","865.607.915-80","728eb6c1-8b8a-42b9-8d97-14228ce1a36f","-23.135693","-45.733631","O+","2597","Nicole C Rodrigues","1"
"Cachoeirinha","RS","BR","MiguelDiasPinto@teleworm.us","(51) 6564-2103","3/29/1996","187.990.524-82","cc13e7ad-0de3-47b4-aaa5-78999419b692","-30.017025","-51.066572","B+","2598","Miguel D Pinto","2"
"Recife","PE","BR","FelipeCorreiaBarros@armyspy.com","(81) 8535-2122","8/8/1989","985.136.804-00","7c2449db-14a8-48f9-b02c-71324ab48966","-8.041256","-35.039094","A+","2599","Felipe C Barros","2"
"Vitória de Santo Antão","PE","BR","CarlosBarbosaGomes@superrito.com","(81) 3745-6326","5/12/1994","490.081.712-01","db0dc782-da20-45b2-9f13-449d5f7d438c","-8.127511","-35.355513","O+","2600","Carlos B Gomes","2"
"Votorantim","SP","BR","EmillyBarrosSouza@einrot.com","(15) 5876-2729","4/18/1999","395.777.762-30","1bd9c1a0-c139-4ab3-8658-beda1a23812a","-23.659357","-47.475891","O+","2601","Emilly B Souza","1"
"Blumenau","SC","BR","LeticiaSantosAraujo@einrot.com","(47) 7735-2447","12/4/1965","813.156.939-09","37e9e047-2ecb-40b1-bcc8-e17b6d58ad5d","-26.907332","-49.104803","B+","2602","Letícia S Araujo","1"
"Belém","PA","BR","GustavoRodriguesRibeiro@einrot.com","(91) 9961-4875","8/20/1983","973.115.290-34","2c4dafd3-d034-470d-adf5-973a9fae98ae","-1.404655","-48.496823","O+","2603","Gustavo R Ribeiro","2"
"São Gonçalo","RJ","BR","JoaoAlmeidaCarvalho@rhyta.com","(21) 9077-8699","11/15/1989","162.096.587-92","070676a2-c630-4a05-87cc-cbbe17e570f5","-22.797765","-43.067448","A+","2604","João A Carvalho","2"
"Diadema","SP","BR","LeonardoCastroFernandes@superrito.com","(11) 3877-5700","6/28/1970","824.506.500-59","f3479f5e-0372-48d9-b2b6-bfa49863de85","-23.684219","-46.622502","O+","2605","Leonardo C Fernandes","2"
"Serra Talhada","PE","BR","SophiaOliveiraPereira@gustr.com","(87) 3615-9573","11/3/1960","339.655.682-80","b78c6a24-3d66-45fa-82f8-eb0328a63e22","-8.094523","-38.3549","B+","2606","Sophia O Pereira","1"
"Palmas","TO","BR","SophiaAlmeidaRibeiro@gustr.com","(63) 6376-9107","12/19/1965","169.091.675-38","136c757f-fc1c-4cc3-921a-4b2a6e7e49a5","-10.070822","-48.065581","A+","2607","Sophia A Ribeiro","1"
"Várzea Grande","MT","BR","JulioFerreiraBarros@superrito.com","(65) 6460-7237","12/10/1956","112.268.960-81","9ea4c4bf-2830-437f-8816-25a6410600a9","-15.655337","-56.169932","A-","2608","Júlio F Barros","2"
"Bragança Paulista","SP","BR","AlineCardosoRocha@cuvox.de","(11) 7344-9980","12/2/1934","500.501.795-00","03815117-4404-4583-8f9f-151e6b020f53","-22.906394","-46.512674","O-","2609","Aline C Rocha","1"
